book_name,author,number_of_reviews,rating(5),publishing_house,year_of_publication,bookbinding,quantity_of_pages,language,quantity_of_ratings_5,quantity_of_ratings_4,quantity_of_ratings_3,quantity_of_ratings_2,quantity_of_ratings_1
"Хочу и буду. Принять себя, полюбить жизнь и стать счастливым", М. Лабковский,407,4.7,Эксмо,2019,мягкая обложка,320,Русский,360,19,9,5,14
Магия утра, Хэл Элрод,144,4.8,"Манн, Иванов и Фербер",2018,твердый переплет,240,Русский,129,5,5,3,2
Гравити Фолз. Дневник 3,,179,4.9,Эксмо,2016,суперобложка,288,Русский,171,4,1,0,3
"Ты — сама себе психолог. Отпусти прошлое, полюби настоящее, создай желаемое будущее", Е. Друма,5,5,Эксмо,2019,мягкая обложка,400,Русский,5,0,0,0,0
Честь, Э. Шафак,91,5,Азбука,2018,мягкая обложка,480,Русский,90,1,0,0,0
Радикальное прощение. Духовная технология для исцеления взаимоотношений, К. Типпинг,56,4.8,София,2019,твердый переплет,256,Русский,50,3,0,1,2
НИ СЫ. Будь уверен в своих силах и не позволяй сомнениям мешать тебе двигаться вперед, Д. Синсеро,32,4.6,Эксмо,2018,твердый переплет,320,Русский,25,3,3,1,0
Цветы для Элджернона, Д. Киз,216,4.8,Эксмо,2017,твердый переплет,320,Русский,198,12,1,1,4
Пробуждение женщины. 17 мудрых уроков счастья и любви, А. А. Некрасов,2,5,АСТ,2019,твердый переплет,256,Русский,2,0,0,0,0
Гордость и предубеждение, Д. Остин,210,4.9,Азбука,2018,твердый переплет,416,Русский,198,8,2,0,2
Мудрость женщины, Л. Хей,83,4.2,Эксмо,2016,мягкая обложка,240,Русский,61,1,6,4,11
В метре друг от друга (кинообложка)," Р. Липпинкотт, М. Дотри, Т. Иаконис",48,5,Freedom,2019,твердый переплет,368,Русский,47,1,0,0,0
"Сила подсознания, или Как изменить жизнь за 4 недели", Дж. Диспенза,60,4.7,Эксмо,2017,твердый переплет,480,Русский,53,2,0,4,1
Ты все равно будешь меня любить?, К. Леблан,13,4.2,Контэнт,2019,твердый переплет,32,Русский,10,0,1,0,2
Шантарам - 1. Комплект из 2-х книг, Г. Д. Робертс,130,4.7,Азбука,2013,мягкая обложка,1088,Русский,107,10,9,2,2
Материнская любовь, А. А. Некрасов,119,4.8,АСТ,2018,мягкая обложка,320,Русский,105,8,3,0,3
Важные годы. Почему не стоит откладывать жизнь на потом, Мэг Джей,100,4.8,"Манн, Иванов и Фербер",2018,твердый переплет,320,Русский,85,10,3,2,0
1984, Д. Оруэлл,57,4.6,АСТ,2013,мягкая обложка,320,Русский,45,6,3,1,2
Букварь, Н. С. Жукова,168,4.9,Эксмо,2016,твердый переплет,96,Русский,157,9,1,0,0
Гравити Фолз. Не раскрашивай эту книгу!,,39,5,Эксмо,2017,мягкая обложка,64,Русский,38,1,0,0,0
Большая детская 3D-энциклопедия обо всём на свете,,17,5,АСТ,2017,твердый переплет,384,Русский,17,0,0,0,0
"Не тупи. Только тот, кто ежедневно работает над собой, живет жизнью мечты", Д. Синсеро,5,5,Эксмо,2020,твердый переплет,208,Русский,5,0,0,0,0
Красная таблетка, А. В. Курпатов,23,4.7,Капитал,2017,твердый переплет,352,Русский,20,1,0,1,1
Гарри Поттер. Комплект из 7 книг в коробке, Дж. К. Роулинг,69,4.4,Махаон,2016,твердый переплет,4416,Русский,55,3,2,1,8
"Не ной. Только тот, кто перестал сетовать на судьбу, может стать богатым", Д. Синсеро,14,4.6,Бомбора,2019,твердый переплет,304,Русский,11,2,0,0,1
Becoming. Моя история, М. Обама,9,5,Бомбора,2019,твердый переплет,480,Русский,9,0,0,0,0
Три товарища, Э. М. Ремарк,11,4.8,АСТ,2018,мягкая обложка,480,Русский,10,0,1,0,0
Выйди из зоны комфорта. Измени свою жизнь. 21 метод повышения личной эффективности, Б. Трейси,57,4.8,"Манн, Иванов и Фербер",2018,твердый переплет,144,Русский,47,7,2,1,0
"Английский язык! Большой понятный самоучитель. Всё подробно и ""по полочкам""", С. А. Матвеев,64,4.9,АСТ,2017,твердый переплет,384,Русский,60,2,0,1,1
Маленькая злая книга, М. Мист,50,4.7,Эксмо,2019,твердый переплет,128,Русский,43,3,1,1,2
"Богатый папа, бедный папа", Р. Т. Кийосаки,76,4.9,Попурри,2020,твердый переплет,352,офсет,69,4,3,0,0
Думай и богатей, Н. Хилл,145,4.8,Попурри,2020,мягкая обложка,336,газетная,129,7,4,2,3
Очаровательный кишечник. Как самый могущественный орган управляет нами, Дж. Эндерс,95,4.9,Эксмо,2015,твердый переплет,336,Русский,92,1,1,1,0
Из третьего мира - в первый. История Сингапура (1965-2000), Ли Куан Ю,24,4.5,"Манн, Иванов и Фербер",2019,суперобложка,576,Русский,20,1,1,0,2
"Ты можешь больше, чем ты думаешь", Т. Армстронг,14,5,"Манн, Иванов и Фербер",2017,мягкая обложка,208,Русский,14,0,0,0,0
Война и мир. Комплект из 2-х книг, Л. Н. Толстой,70,4.8,Азбука,2018,твердый переплет,1408,Русский,63,5,0,2,0
Тайная опора: привязанность в жизни ребенка, Л. В. Петрановская,139,4.8,АСТ,2016,мягкая обложка,288,Русский,126,5,3,5,0
Маленький принц, А. де Сент-Экзюпери,42,4.9,Эксмо,2008,твердый переплет,96,Русский,37,4,1,0,0
Алхимик, П. Коэльо,51,4.6,АСТ,2014,мягкая обложка,224,Русский,43,3,2,1,2
Тренажёр. Таблица умножения. 2–3 классы. ФГОС, О. И. Дмитриева,21,4.9,Вако,2018,мягкая обложка,48,1-4 классы,20,0,1,0,0
Букварь, Н. С. Жукова,322,5,Эксмо,2017,твердый переплет,96,Русский,320,1,0,1,0
После трех уже поздно, М. Ибука,48,4.4,Альпина нон-фикшн,2020,мягкая обложка,224,Русский,33,8,2,4,1
Куриный бульон для души. 101 история о любви," Э. Ньюмарк, М. В. Хансен, Дж. Кэнфилд",64,4.4,Эксмо,2016,мягкая обложка,448,Русский,47,7,4,3,3
Триумфальная арка, Э. М. Ремарк,9,4.8,АСТ,2017,мягкая обложка,640,Русский,8,0,1,0,0
Поющие в терновнике, К. Маккалоу,24,4.9,АСТ,2013,мягкая обложка,640,Русский,22,2,0,0,0
Искусство любить, Э. Фромм,34,4.9,АСТ,2014,мягкая обложка,224,Русский,32,2,0,0,0
"Поступай как женщина, думай как мужчина. Почему мужчины любят, но не женятся, и другие секреты сильного пола", С. Харви,161,4.7,Эксмо,2010,мягкая обложка,288,Русский,132,18,6,3,2
500 самых нужных английских слов и фраз. Флеш-карточки,,22,4.8,Питер,2020,коробка,1000,Русский,18,4,0,0,0
Думай медленно... Решай быстро, Д. Канеман,4,4.5,АСТ,2017,твердый переплет,656,Русский,3,0,1,0,0
Артур Конан Дойл. Полное собрание произведений о Шерлоке Холмсе в одном томе, А. К. Дойл,67,4.9,Альфа-книга,2017,твердый переплет,1152,Русский,59,7,1,0,0
Рисуйте как fashion-дизайнер. Уроки визуального стиля,,6,5,"Манн, Иванов и Фербер",2019,интегральный переплет,,Русский,6,0,0,0,0
Годовой курс занятий 2-3 года, М. А. Жукова,9,5,УМка,2018,мягкая обложка,96,Русский,9,0,0,0,0
"Когда я вернусь, будь дома", Э. Сафарли,56,4.8,АСТ,2017,твердый переплет,288,Русский,49,4,1,0,2
Обними меня крепче. 7 диалогов для любви на всю жизнь, С. Джонсон,5,4.6,"Манн, Иванов и Фербер",2018,твердый переплет,352,Русский,4,0,1,0,0
КлаТбище домашних жЫвотных, С. Э. Кинг,87,4.9,АСТ,2016,твердый переплет,480,Русский,79,5,2,0,1
Бегущий за ветром, Х. Хоссейни,127,4.9,Фантом Пресс,2013,твердый переплет,416,Русский,120,5,2,0,0
Сила воли. Как развить и укрепить, К. Макгонигал,34,4.7,"Манн, Иванов и Фербер",2016,твердый переплет,312,Русский,29,2,2,0,1
451° по Фаренгейту, Р. Брэдбери,99,4.6,Домино,2016,мягкая обложка,256,Русский,78,11,4,4,2
"Я - женщина. Все о женском здоровье, контрацепции, гормонах и многом другом", О. Белоконь,24,4.7,АСТ,2019,твердый переплет,448,Русский,21,1,0,1,1
Мятная сказка, А. Полярный,70,4.1,АСТ,2018,твердый переплет,160,Русский,50,2,2,4,12
12 правил жизни. Противоядие от хаоса, Д. Б. Питерсон,11,4.8,Питер,2019,твердый переплет,464,Русский,9,2,0,0,0
Годовой курс занятий. Для детей 1-2 лет, Т. М. Мазаник,148,5,Эксмо,2017,интегральный переплет,224,Русский,143,4,1,0,0
Звезды в твоих глазах, Д. Беннет,4,5,РИПОЛ классик,2020,твердый переплет,464,Русский,4,0,0,0,0
Гарри Поттер. Рождение легенды, Б. Сибли,18,5,Росмэн,2010,суперобложка,160,Русский,18,0,0,0,0
Мартин Иден, Дж. Лондон,26,5,АСТ,2014,мягкая обложка,448,Русский,25,1,0,0,0
Принципы. Жизнь и работа, Далио Р,4,5,"Манн, Иванов и Фербер",2018,твердый переплет,608,Русский,4,0,0,0,0
Гравити Фолз. Забытые легенды. Графический роман,,82,5,Эксмо,2018,твердый переплет,144,Русский,81,0,1,0,0
Тысяча сияющих солнц, Х. Хоссейни,139,5,Фантом Пресс,2013,твердый переплет,416,Русский,137,0,1,0,1
"2 класс. Естествознание. Научный дневничок. Рабочая тетрадь №1, 2", Коллектив авторов,11,4.9,Алматыкiтап (Алматыкитап),2019,мягкая обложка,88,рабочие тетради,10,1,0,0,0
Будь лучшей версией себя. Как обычные люди становятся выдающимися, Д. Вальдшмидт,34,4.6,"Манн, Иванов и Фербер",2015,мягкая обложка,208,Русский,28,3,0,1,2
"Стратегия голубого океана. Как найти или создать рынок, свободный от других игроков"," Р. Моборн, Чан Ким",12,5,"Манн, Иванов и Фербер",2016,твердый переплет,336,Русский,12,0,0,0,0
Коралина, Н. Гейман,80,4.9,АСТ,2014,суперобложка,192,Русский,74,5,0,1,0
Дотянуться до звезд, Э. Скотт,,,Эксмо,2020,твердый переплет,416,офсет,,,,,
Великий Гэтсби, Ф. С. Фицджеральд,3,4,АСТ,2015,мягкая обложка,256,Русский,2,0,0,1,0
Куриный бульон для души. 101 вдохновляющая история о сильных людях и удивительных судьбах, Э. Ньюмарк,53,4.4,Эксмо,2017,мягкая обложка,464,Русский,39,6,3,1,4
Мастер и Маргарита, М. А. Булгаков,98,4.9,Азбука,2018,твердый переплет,480,Русский,92,5,0,1,0
11/22/63, С. Э. Кинг,34,4.8,АСТ,2016,твердый переплет,800,Русский,29,4,1,0,0
Маленькие женщины, Л. М. Олкотт,13,4.6,Азбука,2017,мягкая обложка,384,Русский,11,1,0,0,1
Все цветы Парижа, С. Джио,18,4.9,Эксмо,2019,твердый переплет,384,Русский,17,1,0,0,0
"Гравити Фолз. Дневник Диппера и Мэйбл. Тайны, приколы и веселье нон-стоп!",,143,5,Эксмо,2016,твердый переплет,160,Русский,138,3,2,0,0
"Будет больно. История врача, ушедшего из профессии на пике карьеры", Адам Кей,95,4.9,Эксмо,2018,твердый переплет,,Русский,88,4,2,1,0
НИ СЫ. Будь уверен в своих силах и не позволяй сомнениям мешать тебе двигаться вперед, Д. Синсеро,6,5,Эксмо,2019,мягкая обложка,320,Русский,6,0,0,0,0
"Сила вашего подсознания. Как получить все, о чем вы просите", Дж. Мэрфи,38,5,АСТ,2018,твердый переплет,320,Русский,37,1,0,0,0
Рисовый штурм и еще 21 способ мыслить нестандартно, М. Микалко,15,4.9,"Манн, Иванов и Фербер",2017,мягкая обложка,416,Русский,13,2,0,0,0
Зулейха открывает глаза, Г. Ш. Яхина,79,4.9,АСТ,2015,твердый переплет,512,Русский,72,4,3,0,0
"Скорочтение. Как запоминать больше, читая в 8 раз быстрее", П. Камп,42,4.6,"Манн, Иванов и Фербер",2015,мягкая обложка,320,Русский,33,5,3,0,1
Маленькие женщины, Л. М. Олкотт,4,5,Азбука,2019,твердый переплет,384,Русский,4,0,0,0,0
О дивный новый мир, О. Л. Хаксли,30,4.8,АСТ,2013,мягкая обложка,352,Русский,25,4,1,0,0
"Эмоциональный интеллект. Почему он может значить больше, чем IQ", Дэниел Гоулман,25,4.7,"Манн, Иванов и Фербер",2015,мягкая обложка,544,Русский,21,2,1,1,0
Ночь в Лиссабоне, Э. М. Ремарк,7,4.9,АСТ,2014,мягкая обложка,320,Русский,6,1,0,0,0
Антихрупкость. Как извлечь выгоду из хаоса, Талеб Н.Н.,14,4.7,КоЛибри,2013,твердый переплет,763,Русский,13,0,0,0,1
Цветы для Элджернона, Д. Киз,94,4.9,Эксмо,2010,мягкая обложка,320,Русский,89,4,1,0,0
Убийства по алфавиту, А. Кристи,8,4.8,Эксмо,2019,мягкая обложка,320,Русский,7,0,1,0,0
Как завоевывать друзей и оказывать влияние на людей, Д. Карнеги,75,4.9,Попурри,2020,мягкая обложка,352,Русский,69,3,2,0,1
Сказки-минутки на каждый вечер," С. Л. Прокофьева, В. В. Голявкин, С. Г. Козлов",19,4.8,Росмэн,2019,твердый переплет,,Русский,17,1,1,0,0
Просто Маса, Б. Акунин,2,5,АСТ,2020,твердый переплет,448,Русский,2,0,0,0,0
Сам себе МВА. Самообразование на 100 процентов, Д. Кауфман,22,4.9,"Манн, Иванов и Фербер",2017,твердый переплет,464,Русский,20,1,1,0,0
Таинственная история Билли Миллигана, Д. Киз,43,4.8,Эксмо,2015,мягкая обложка,640,Русский,38,2,2,0,1
Убить пересмешника…, Х. Ли,20,4.9,АСТ,2018,мягкая обложка,416,Русский,19,0,1,0,0
После, А. Тодд,29,4.3,Эксмо,2019,твердый переплет,544,Русский,22,0,4,0,3
"Мужчины с Марса, Женщины с Венеры", Д. Грэй,39,5,София,2019,мягкая обложка,352,Русский,38,1,0,0,0
Последняя камелия, С. Джио,38,5,Эксмо,2017,мягкая обложка,384,Русский,37,1,0,0,0
"Сила подсознания, или Как изменить жизнь за 4 недели", Дж. Диспенза,66,4.8,Эксмо,2013,твердый переплет,480,Русский,60,4,0,0,2
Самая важная книга для родителей, Ю. Б. Гиппенрейтер,22,5,АСТ,2017,суперобложка,752,Русский,22,0,0,0,0
Детектив Пьер распутывает дело. В поисках похищенного лабиринта», IC4Design,27,5,"Манн, Иванов и Фербер",2016,твердый переплет,36,Русский,27,0,0,0,0
Сто лет одиночества, Г. Гарсиа Маркес,11,4.6,АСТ,2015,мягкая обложка,544,Русский,8,2,1,0,0
Одна привычка в неделю, Б. Блюменталь,16,4.9,"Манн, Иванов и Фербер",2017,мягкая обложка,336,Русский,15,1,0,0,0
Everyday Witch Tarot. Повседневное Таро ведьмы (78 карт и руководство в подарочном футляре), Д. Блейк,10,5,Эксмо,2019,мягкая обложка,,Русский,10,0,0,0,0
"Viva la vagina. Хватит замалчивать скрытые возможности органа, который не принято называть"," Н. Брокманн, Э. С. Даль",25,4.9,Эксмо,2018,твердый переплет,352,Русский,23,2,0,0,0
Маленькая злая книга 2, М. Мист,19,4.9,Эксмо,2020,твердый переплет,160,Русский,17,2,0,0,0
Две встречи в Париже, Дж. Мойес,37,4.8,Иностранка / КоЛибри,2016,твердый переплет,256,Русский,30,6,1,0,0
"Гормоны счастья. Приучите свой мозг вырабатывать серотонин, дофамин, эндорфин и окситоцин", Л. Г. Бройнинг,8,4.4,"Манн, Иванов и Фербер",2016,твердый переплет,320,Русский,6,1,0,0,1
Гарри Поттер и Философский камень, Дж. К. Роулинг,64,3.8,Махаон,2014,твердый переплет,384,Русский,39,2,4,7,12
Виноваты звезды, Д. Грин,146,4.8,АСТ,2017,твердый переплет,288,Русский,130,10,4,0,2
Пока-я-не-Я. Практическое руководство по трансформации судьбы, Д. Троцкий,72,4.8,АСТ,2017,твердый переплет,256,Русский,68,0,1,0,3
"2 класс. Математика. Рабочая тетрадь №1,2,3,4"," Мынжасарова М.Ж., А. Б. Акпаева, Л. А. Лебедева",13,5,Алматыкiтап (Алматыкитап),2019,мягкая обложка,288,рабочие тетради,13,0,0,0,0
Поваренная книга Гарри Поттера, Д. Бухольц,3,5,ХлебСоль,2018,твердый переплет,240,Русский,3,0,0,0,0
Ежевичная зима, С. Джио,176,4.9,Эксмо,2016,мягкая обложка,448,Русский,167,4,3,0,2
Вино из одуванчиков, Р. Брэдбери,83,4.5,Эксмо,2017,мягкая обложка,352,Русский,60,12,6,1,4
Алхимик, П. Коэльо,39,4.5,АСТ,2014,мягкая обложка,224,Русский,27,7,4,0,1
"Как говорить, чтобы дети слушали, и как слушать, чтобы дети говорили"," А. Фабер, Э. Мазлиш",131,4.8,Эксмо,2009,мягкая обложка,336,Русский,115,6,7,2,1
Книжный вор, М. Зусак,33,4.7,Эксмо,2012,мягкая обложка,608,Русский,29,1,2,0,1
Грозовой перевал, Э. Д. Бронте,65,4.7,Азбука,2018,твердый переплет,416,Русский,52,8,2,2,1
Портрет Дориана Грея, О. Уайльд,116,4.9,Азбука,2018,твердый переплет,416,Русский,106,7,2,0,1
Правила по русскому языку: Начальная школа, И. В. Клюхина,47,5,Вако,2016,мягкая обложка,96,Русский,46,1,0,0,0
200 текстов для обучения скорочтению, Г. Ф. Абдулова,24,5,Малыш,2018,твердый переплет,240,Русский,24,0,0,0,0
Маленький принц, А. де Сент-Экзюпери,22,5,Эксмо,2017,твердый переплет,128,Русский,21,1,0,0,0
21 урок для XXI века, N. H. Yuval,1,4,Синдбад,2020,мягкая обложка,416,Русский,0,1,0,0,0
"Когда дыхание растворяется в воздухе. Иногда судьбе все равно, что ты врач", П. Каланити,66,5,Эксмо,2016,суперобложка,208,Русский,65,1,0,0,0
Вижу вас насквозь. Как «читать» людей, Е. В. Спирица,14,4.5,Питер,2020,мягкая обложка,256,Русский,11,1,0,2,0
Джейн Эйр. Уникальная методика обучения языку В. Ратке, Ш. Бронте,25,4.9,АСТ,2018,мягкая обложка,320,Русский,22,3,0,0,0
Будда в тюрьме. Записки тюремного капеллана, К. Лы,,,Ориенталия,2019,мягкая обложка,214,Русский,,,,,
Портрет Дориана Грея, О. Уайльд,13,4.8,АСТ,2017,мягкая обложка,320,Русский,11,2,0,0,0
Материнская любовь, А. А. Некрасов,48,4.8,АСТ,2014,твердый переплет,256,Русский,42,2,3,0,1
"Ты - сама себе психолог. Отпусти прошлое, полюби настоящее, создай желаемое будущее", Е. Друма,27,5,Бомбора,2018,твердый переплет,352,Русский,27,0,0,0,0
"Дейл Карнеги. Приемы общения с любым человеком, в любой ситуации", Д. Мосс,25,4.9,АСТ,2018,твердый переплет,288,Русский,23,2,0,0,0
"Клуб «5 часов утра». Секрет личной эффективности от монаха, который продал свой «феррари»", Р. С. Шарма,3,5,АСТ,2019,твердый переплет,480,Русский,3,0,0,0,0
Книга для настоящих мальчишек, М. Л. Лавренченко,12,4.6,АСТ,2016,твердый переплет,128,Русский,9,2,0,1,0
Магическая уборка. Японское искусство наведения порядка дома и в жизни, М. Кондо,124,4.6,Эксмо,2015,твердый переплет,320,Русский,100,10,9,3,2
Почему русалка плачет, Х. Вебб,24,5,Эксмо,2016,твердый переплет,224,Русский,24,0,0,0,0
Биология. В 3 томах," Д. Тейлор, Грин Н., Стаут У.",48,5,Бином,2019,твердый переплет,,Русский,46,2,0,0,0
Большие логопедические прописи, О. С. Жукова,2,5,АСТ,2020,мягкая обложка,,прописи,2,0,0,0,0
"Что скрывает кожа. 2 квадратных метра, которые диктуют, как нам жить", Й. Адлер,34,4.9,Эксмо,2017,твердый переплет,352,Русский,32,2,0,0,0
Астрономия и космос. Научно-популярное издание для детей, Кадаш Т.В.,34,4.8,Росмэн,2009,твердый переплет,96,Русский,30,2,1,1,0
"Богатый папа, бедный папа для подростков", Р. Т. Кийосаки,10,5,Попурри,2020,мягкая обложка,128,офсет,10,0,0,0,0
Правила выживания в школе, С. Шмакова,6,5,"Манн, Иванов и Фербер",2019,твердый переплет,,Русский,6,0,0,0,0
"Память, как у слона. Как быстро прокачать свою память, даже если вы регулярно забываете выключить утюг или закрыть дверь", К. Б. Дудин,4,4.5,АСТ,2019,твердый переплет,288,Русский,3,0,1,0,0
"Счастливая жена. Как вернуть в брак близость, страсть и гармонию", Л. Дойл,71,4.8,Эксмо,2018,твердый переплет,304,Русский,65,3,1,1,1
Бегущая с волками. Женский архетип в мифах и сказаниях, Эстес К.П.,21,5,София,2019,твердый переплет,448,Русский,20,1,0,0,0
Путы материнской любви, А. А. Некрасов,46,4.8,Центрполиграф,2018,мягкая обложка,256,Русский,42,1,2,1,0
Эмоциональный интеллект ребенка. Практическое руководство для родителей," Дж. Деклер, Дж. Готтман",7,5,"Манн, Иванов и Фербер",2019,мягкая обложка,288,Русский,7,0,0,0,0
Исцели свою жизнь, Л. Хей,35,4.9,Эксмо,2016,мягкая обложка,224,Русский,34,0,1,0,0
"Психология лжи. Обмани меня, если сможешь", П. Экман,,,Питер,2019,мягкая обложка,480,Русский,,,,,
Английский для начальной школы," О. В. Узорова, Е. А. Нефедова",,,АСТ,2020,мягкая обложка,256,Русский,,,,,
Раскраска-релакс «Дивный сад»,,,,,,,,,,,,,
Куриный бульон для души. Создай себя заново," Э. Ньюмарк, М. В. Хансен, Дж. Кэнфилд",12,4.1,Эксмо,2018,мягкая обложка,480,Русский,6,2,3,1,0
Маленький шеф. Простые рецепты для всей семьи, Э. Тэри,20,4.9,"Манн, Иванов и Фербер",2017,твердый переплет,56,Русский,17,3,0,0,0
#В постели с твоим мужем. Записки любовницы. Женам читать обязательно!, Н. Набокова,86,3.7,АСТ,2016,твердый переплет,288,Русский,49,4,9,5,19
Книга для каждой девочки, В. Бабич,45,4.9,Полиграфиздат,2011,мягкая обложка,160,Русский,42,3,0,0,0
История Казахстана в таблицах и схемах (учебное пособие для подготовки к ЕНТ)," Р. Р. Каирбекова, О. Ю. Пак, Д. В. Ульянов",28,4.8,Типография «Ғылым»,2020,мягкая обложка,210,"схемы, таблицы",23,5,0,0,0
"Девочка, которая не видела снов", Дерст С,4,5,Эксмо,2019,твердый переплет,352,Русский,4,0,0,0,0
Самый эффективный тренажёр по скорочтению,,24,4.8,АСТ,2018,твердый переплет,192,Русский,21,2,1,0,0
"Не такая, как все", М. Леви,15,4.7,Иностранка / КоЛибри,2018,твердый переплет,368,Русский,13,0,2,0,0
"Пять травм, которые мешают быть самим собой", Л. Бурбо,8,5,София,2019,твердый переплет,224,Русский,8,0,0,0,0
Гарри Поттер и Проклятое дитя. Часть 1 и 2. Финальная версия сценария," Д. Торн, Д.Тиффани, Дж. К. Роулинг",29,4.7,Махаон,2018,твердый переплет,464,Русский,25,2,0,0,2
Большая книга лучших сказок мира," Г.  Х. Андерсен, Ш. Перро, Братья Гримм",18,4.6,Росмэн,2018,твердый переплет,320,Русский,14,1,3,0,0
Книга Пыли. Прекрасная дикарка, Ф. Пулман,6,5,АСТ,2018,твердый переплет,576,Русский,6,0,0,0,0
"Гении и аутсайдеры. Почему одним все, а другим ничего?", М. Гладуэлл,19,4.7,"Манн, Иванов и Фербер",2017,твердый переплет,224,Русский,16,2,0,0,1
Стиль. Тысячи приемов и хитростей для оформления любого интерьера," Э. Хендерсон, А. Борскис",9,4.8,"Манн, Иванов и Фербер",2017,твердый переплет,304,Русский,8,0,1,0,0
Хроники Нарнии, К. С. Льюис,59,5,Эксмо,2017,твердый переплет,912,Русский,58,1,0,0,0
Великий Гэтсби, Ф. С. Фицджеральд,54,4.7,Азбука,2018,твердый переплет,480,Русский,44,6,4,0,0
"Взлом маркетинга. Наука о том, почему мы покупаем", Ф. Барден,13,4.8,"Манн, Иванов и Фербер",2018,твердый переплет,304,Русский,11,1,1,0,0
Идеальная грамотность. Русский язык без правил и словарей, Н. Н. Романова,12,4.5,Питер,2018,мягкая обложка,208,Русский,9,2,0,0,1
Мальчик в полосатой пижаме, Д. Бойн,110,4.6,Фантом Пресс,2013,твердый переплет,288,Русский,84,15,10,0,1
Годовой курс развивающих занятий. Для детей 4-5 лет,,36,4.9,Эксмо,2013,твердый переплет,320,Русский,33,2,0,1,0
"Продавец обуви. История компании Nike, рассказанная ее основателем", Ф. Найт,16,4.8,Эксмо,2018,мягкая обложка,480,Русский,14,1,1,0,0
Хәрри Поттер мен пәлсапа тас (Гарри Поттер и философский камень), Дж. К. Роулинг,7,5,Steppe & World Publishing,2020,твердый переплет,324,Казахский,7,0,0,0,0
Японская система омоложения. 114 лайфхаков, С. Хибино,6,3.2,Питер,2019,мягкая обложка,192,Русский,2,1,1,0,2
Я сильная. Я справлюсь, Седокова А.В.,,,Эксмо,2020,твердый переплет,216,Русский,,,,,
Большая книга нумеролога. Полное руководство по выбору жизненной цели, Миллмэн Д.,4,5,Эксмо,2019,твердый переплет,624,Русский,4,0,0,0,0
Источник (два тома в одной книге), А. Рэнд,11,4.9,Альпина Паблишер,2019,мягкая обложка,800,Русский,10,1,0,0,0
Очарование женственности, А. Хелен,22,4.9,Бомбора,2018,твердый переплет,272,Русский,20,1,1,0,0
Рисование. Полное руководство, Чиварди Дж.,21,4.9,"Манн, Иванов и Фербер",2016,мягкая обложка,448,Русский,19,2,0,0,0
"Я беременна, что делать?", О. Белоконь,7,5,АСТ,2019,твердый переплет,384,Русский,7,0,0,0,0
"Привет, я родился!", Н. И. Котятова,74,5,Росмэн,2018,твердый переплет,48,Русский,72,1,1,0,0
Самый лучший самоучитель английского языка, Петрова А.В.,82,4.9,АСТ,2015,твердый переплет,800,Русский,77,3,1,1,0
Письма незнакомке, А. Моруа,22,5,АСТ,2015,мягкая обложка,224,Русский,21,1,0,0,0
Оно, С. Э. Кинг,51,4.8,Астрель,2015,твердый переплет,1248,Русский,44,4,1,2,0
Маленькая злая книга 3, М. Мист,14,5,Эксмо,2020,твердый переплет,176,Русский,14,0,0,0,0
Трансерфинг реальности. Ступень I-V, В. Зеланд,10,4.8,Весь,2018,твердый переплет,864,Русский,8,2,0,0,0
Котомудрости. Раскраска для взрослых и детей, Я. Миронова,6,5,Питер,2019,мягкая обложка,48,Русский,6,0,0,0,0
Слова назидания, А. Кунанбаев,55,4.9,Алматыкiтап (Алматыкитап),2020,твердый переплет,224,Русский,53,1,1,0,0
Ты имеешь значение! Как девочке выстроить границы," К. Макавинта, А. Плайм",1,5,"Манн, Иванов и Фербер",2019,твердый переплет,224,Русский,1,0,0,0,0
Хәрри Поттер мен жасырын бөлме, Дж. К. Роулинг,2,5,Steppe & World Publishing,2020,мягкая обложка,324,Казахский,2,0,0,0,0
100 любимых сказок, Коллектив авторов,53,4.9,Росмэн,2015,твердый переплет,320,Русский,50,1,1,1,0
Парадокс Шимпанзе. Как управлять эмоциями для достижения своих целей, С. Питерс,,,Эксмо,2020,мягкая обложка,512,Русский,,,,,
Стив Джобс. Биография, У. Айзексон,24,4.8,АСТ,2011,суперобложка,688,Русский,21,2,0,1,0
Искусство получать. Метафорические карты исполнения желаний, Ю. Столярова,,,АСТ,2020,коробка,128,Русский,,,,,
"Мужские правила. Отношения, секс, психология", М. Мэнсон,,,Альпина Паблишер,2020,мягкая обложка,300,Русский,,,,,
Жизнь без границ. Путь к потрясающе счастливой жизни, Н. Вуйчич,135,4.9,Эксмо,2012,твердый переплет,368,Русский,127,3,1,2,2
Эссенциализм. Путь к простоте, Г. МакКеон,13,5,"Манн, Иванов и Фербер",2014,твердый переплет,256,Русский,13,0,0,0,0
"Возлюби болезнь свою. Как стать здоровым, познав радость жизни", В. В. Синельников,131,4.9,Центрполиграф,2019,мягкая обложка,432,Русский,124,3,3,0,1
Три цвета волшебства, Х. Вебб,8,5,Эксмо,2018,твердый переплет,224,Русский,8,0,0,0,0
Шестерка воронов, Л. Бардуго,30,5,АСТ,2018,твердый переплет,576,Русский,29,1,0,0,0
"Почему одни страны богатые, а другие бедные"," Дарон Аджемоглу, Джеймс А. Робинсон",13,4.9,АСТ,2015,твердый переплет,704,Русский,12,1,0,0,0
